"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Census Tract 9708.02, Williamsburg County, South Carolina","45089970802",37.8,35.4,39.3,35.5,35.9
"Census Tract 9708.01, Williamsburg County, South Carolina","45089970801",31.9,35.9,27.8,19.5,25.6
"Census Tract 602.08, Horry County, South Carolina","45051060208",30.7,20.3,34.4,60.5,32.9
"Census Tract 23.01, Greenville County, South Carolina","45045002301",33.6,28.9,49,51.3,37.9
"Census Tract 29.04, Greenville County, South Carolina","45045002904",40.3,32.4,47.7,51.1,43
"Census Tract 28.11, Greenville County, South Carolina","45045002811",35.2,30.8,40.1,17.7,38.7
"Census Tract 30.08, Greenville County, South Carolina","45045003008",41.1,28.3,47,42.4,46.6
"Census Tract 28.12, Greenville County, South Carolina","45045002812",42,26.7,48.5,23.7,49.7
"Census Tract 232.01, Spartanburg County, South Carolina","45083023201",46,35.4,52,35.3,40.9
"Census Tract 234.03, Spartanburg County, South Carolina","45083023403",33.5,26.1,37.3,39.9,41.1
"Census Tract 224.06, Spartanburg County, South Carolina","45083022406",37.7,33.5,42.9,45.8,36
"Census Tract 224.04, Spartanburg County, South Carolina","45083022404",41.8,35,48.6,25,66.1
"Census Tract 218.03, Spartanburg County, South Carolina","45083021803",34.9,31.5,35.8,32.9,43.3
"Census Tract 214.01, Spartanburg County, South Carolina","45083021401",49.3,44.8,64.7,49.3,32.9
"Census Tract 238.02, Spartanburg County, South Carolina","45083023802",40.3,35.9,48.4,52.9,52.7
"Census Tract 214.02, Spartanburg County, South Carolina","45083021402",43.3,40.6,46.4,20.8,55.4
"Census Tract 220.05, Spartanburg County, South Carolina","45083022005",39.5,34,49.3,59.6,57.5
"Census Tract 220.06, Spartanburg County, South Carolina","45083022006",35.3,31.7,42.8,50.5,56.1
"Census Tract 220.07, Spartanburg County, South Carolina","45083022007",37.7,34.2,43.8,73.5,46.7
"Census Tract 214.03, Spartanburg County, South Carolina","45083021403",37.2,37.6,36.5,9.6,42.3
"Census Tract 17.04, Sumter County, South Carolina","45085001704",36.1,29.6,40.9,53.6,51.2
"Census Tract 9.02, Sumter County, South Carolina","45085000902",45.7,39.9,52.2,40.2,43.9
"Census Tract 17.03, Sumter County, South Carolina","45085001703",39.6,42.8,36.9,17.7,53.5
"Census Tract 9.01, Sumter County, South Carolina","45085000901",31.6,33.2,30.1,29.1,39.3
"Census Tract 26.11, Charleston County, South Carolina","45019002611",42.4,40.4,45.1,36.7,43.5
"Census Tract 9203, McCormick County, South Carolina","45065920300",51.3,52.3,47.8,49.3,57.6
"Census Tract 9202, McCormick County, South Carolina","45065920200",49.5,43.7,62.4,40.2,62.4
"Census Tract 207.15, Berkeley County, South Carolina","45015020715",35.9,24.9,45.2,29.5,51.6
"Census Tract 208.11, Berkeley County, South Carolina","45015020811",30.5,20.5,38.4,40.5,40.1
"Census Tract 204.03, Berkeley County, South Carolina","45015020403",39.3,13.9,43.3,60.4,38.5
"Census Tract 30.15, Greenville County, South Carolina","45045003015",37.6,18.8,46.6,47.5,45.5
"Census Tract 31.03, Greenville County, South Carolina","45045003103",42,32.5,49.7,15.7,48
"Census Tract 42, Greenville County, South Carolina","45045004200",41.4,41.2,51.7,50.1,27.9
"Census Tract 37.07, Greenville County, South Carolina","45045003707",34.2,34.7,36.5,63.4,28.7
"Census Tract 26.11, Greenville County, South Carolina","45045002611",42.8,35.3,50.3,31.8,43.1
"Census Tract 18.10, Greenville County, South Carolina","45045001810",29.9,25.5,34.1,18.4,37.9
"Census Tract 18.07, Greenville County, South Carolina","45045001807",41.7,37.6,41.8,48.5,37.7
"Census Tract 18.09, Greenville County, South Carolina","45045001809",34.4,26.8,32.5,36.2,39.6
"Census Tract 44, Greenville County, South Carolina","45045004400",36,32.4,35.9,32.8,42.3
"Census Tract 9201.01, Laurens County, South Carolina","45059920101",35.2,27.8,44.2,32.3,46.3
"Census Tract 12.03, Greenville County, South Carolina","45045001203",21.2,20.7,21.4,20.6,21.5
"Census Tract 12.04, Greenville County, South Carolina","45045001204",32.7,28.2,37.9,49.4,34.1
"Census Tract 9201.04, Laurens County, South Carolina","45059920104",43.2,32.4,51.5,52.6,30.2
"Census Tract 9202.01, Laurens County, South Carolina","45059920201",47.1,41.4,53.2,53.1,52.7
"Census Tract 9201.03, Laurens County, South Carolina","45059920103",40.1,37.6,45.4,29.8,37.5
"Census Tract 9204, Laurens County, South Carolina","45059920400",46.2,41.9,57,55.7,47.2
"Census Tract 9208, Laurens County, South Carolina","45059920800",30.5,28.6,43.8,66.2,31.1
"Census Tract 106.02, Pickens County, South Carolina","45077010602",43.7,37.3,49.2,47.7,52.6
"Census Tract 106.01, Pickens County, South Carolina","45077010601",45.6,40.3,50,56.5,55.7
"Census Tract 112.05, Pickens County, South Carolina","45077011205",22.3,22.1,22.1,42.8,25
"Census Tract 52, Charleston County, South Carolina","45019005200",21.7,21.9,21.7,20.5,21.3
"Census Tract 57, Charleston County, South Carolina","45019005700",46.6,34.7,55.6,33.4,55.2
"Census Tract 51, Charleston County, South Carolina","45019005100",34,33.8,32.5,78.4,35.6
"Census Tract 46.14, Charleston County, South Carolina","45019004614",38.9,26.1,42.2,49.6,43.3
"Census Tract 46.12, Charleston County, South Carolina","45019004612",37.7,29.1,41.7,28.8,47.5
"Census Tract 31.14, Charleston County, South Carolina","45019003114",32.4,26.7,39,7.8,33.2
"Census Tract 47.01, Charleston County, South Carolina","45019004701",38.9,35.6,42.5,58.5,40.6
"Census Tract 46.10, Charleston County, South Carolina","45019004610",44.3,32.1,48.8,48,61.4
"Census Tract 46.11, Charleston County, South Carolina","45019004611",44.4,36.1,46.2,74.4,47.2
"Census Tract 47.02, Charleston County, South Carolina","45019004702",34.5,30.4,37.4,26.8,35.4
"Census Tract 46.13, Charleston County, South Carolina","45019004613",44,27.1,51.7,56.3,56.9
"Census Tract 9203.01, Georgetown County, South Carolina","45043920301",39.1,37.3,49,40.1,35.5
"Census Tract 9207, Georgetown County, South Carolina","45043920700",39.9,32.4,59.1,77.3,42.8
"Census Tract 9705.02, Edgefield County, South Carolina","45037970502",43.7,52.4,41.9,59.3,40.9
"Census Tract 9705.01, Edgefield County, South Carolina","45037970501",39,46.3,36.7,38.6,39.6
"Census Tract 9702.02, Edgefield County, South Carolina","45037970202",44.1,46.6,43.2,41.7,42.2
"Census Tract 602.09, Horry County, South Carolina","45051060209",33.8,20.4,39.7,25.3,53.2
"Census Tract 602.07, Horry County, South Carolina","45051060207",32.3,12.6,37.4,31.8,39.3
"Census Tract 401.02, Horry County, South Carolina","45051040102",49.1,26,55.6,41.8,41.5
"Census Tract 504.02, Horry County, South Carolina","45051050402",55.4,37.9,59.2,55.2,68.4
"Census Tract 707.02, Horry County, South Carolina","45051070702",36,34.3,42.2,34.7,30.8
"Census Tract 27.01, Greenville County, South Carolina","45045002701",45.7,38.9,49.8,45.1,55.2
"Census Tract 24.02, Greenville County, South Carolina","45045002402",39.7,35.4,46.1,45.4,46.9
"Census Tract 25.04, Greenville County, South Carolina","45045002504",33.8,27.4,43,41.7,33.3
"Census Tract 28.03, Greenville County, South Carolina","45045002803",38.7,27.7,41.1,49.6,38.6
"Census Tract 23.02, Greenville County, South Carolina","45045002302",30.5,25.5,49,8.2,35.3
"Census Tract 29.03, Greenville County, South Carolina","45045002903",38.5,31.1,45.4,34.6,42.9
"Census Tract 1, Greenville County, South Carolina","45045000100",34,33.8,36,6.4,29.5
"Census Tract 8, Beaufort County, South Carolina","45013000800",31.8,26.8,40,33.2,31.5
"Census Tract 103, Beaufort County, South Carolina","45013010300",55.8,10.9,58.7,32.9,37.9
"Census Tract 109, Beaufort County, South Carolina","45013010900",64,25,65.4,67.3,39.9
"Census Tract 111, Beaufort County, South Carolina","45013011100",64.3,40,64.5,28.9,68.9
"Census Tract 6, Beaufort County, South Carolina","45013000600",48.1,35.2,59.9,40.2,53.6
"Census Tract 205, Aiken County, South Carolina","45003020500",41.1,46.9,36.4,46.4,38.9
"Census Tract 215, Aiken County, South Carolina","45003021500",46.4,46.1,47.7,24.6,49.8
"Census Tract 212.03, Aiken County, South Carolina","45003021203",52.3,38.1,58.6,13.4,43.9
"Census Tract 219, Aiken County, South Carolina","45003021900",40.6,34.9,48.4,31.8,41.5
"Census Tract 212.02, Aiken County, South Carolina","45003021202",46.8,38.1,54.9,56.6,35.9
"Census Tract 204, Aiken County, South Carolina","45003020400",31.3,27.4,32.6,48.2,33.7
"Census Tract 216.02, Aiken County, South Carolina","45003021602",38.3,28.9,42.9,38,56.6
"Census Tract 210.01, Aiken County, South Carolina","45003021001",38.1,48,32.1,38.5,30.9
"Census Tract 214, Aiken County, South Carolina","45003021400",43.9,47.8,32.4,24.7,28.5
"Census Tract 201, Aiken County, South Carolina","45003020100",43.8,41.8,49.3,52.6,32.6
"Census Tract 9704, Dillon County, South Carolina","45033970400",32.2,30.8,38.4,8.4,19
"Census Tract 9601, Saluda County, South Carolina","45081960100",43,46.3,50,25.8,36.4
"Census Tract 119.01, Richland County, South Carolina","45079011901",34.2,27.8,41.8,50.6,40.8
"Census Tract 114.07, Richland County, South Carolina","45079011407",40.9,29.5,44.5,44.9,42.9
"Census Tract 116.06, Richland County, South Carolina","45079011606",38.2,32.2,53.1,59.7,58.7
"Census Tract 117.01, Richland County, South Carolina","45079011701",21.7,21.8,21.8,19.9,20.3
"Census Tract 21, Richland County, South Carolina","45079002100",29.2,29.5,28.4,23.9,36.9
"Census Tract 103.05, Richland County, South Carolina","45079010305",37.2,27,49.2,35,57.6
"Census Tract 111.02, Richland County, South Carolina","45079011102",42.7,34.9,47.8,34.9,59.5
"Census Tract 221, Aiken County, South Carolina","45003022100",43.1,45.9,40,51.3,89.1
"Census Tract 207.02, Aiken County, South Carolina","45003020702",34.4,45.5,31.8,34.8,36.3
"Census Tract 207.01, Aiken County, South Carolina","45003020701",42.4,42.4,44.1,44.2,37.1
"Census Tract 213, Aiken County, South Carolina","45003021300",42.7,29.7,50.9,36.2,57.1
"Census Tract 9704, Allendale County, South Carolina","45005970400",37.3,36.3,42.1,36.5,38.8
"Census Tract 9503, Newberry County, South Carolina","45071950300",42.7,44.3,37,28.9,42.3
"Census Tract 9501, Newberry County, South Carolina","45071950100",44.2,42.7,48.4,71.3,49.4
"Census Tract 9704, Edgefield County, South Carolina","45037970400",40.4,37.6,46.7,59.2,35.4
"Census Tract 113.05, Richland County, South Carolina","45079011305",36.8,26.6,45,49.8,48.8
"Census Tract 24, Richland County, South Carolina","45079002400",42,44.5,48.7,31.6,34.9
"Census Tract 28, Richland County, South Carolina","45079002800",20.5,20.8,20.3,19.3,20.8
"Census Tract 23, Richland County, South Carolina","45079002300",43.3,39.2,48.8,43.7,34.7
"Census Tract 101.02, Richland County, South Carolina","45079010102",37.8,33.5,40.2,36.4,42.2
"Census Tract 103.04, Richland County, South Carolina","45079010304",31.9,27.7,44.2,32.6,30.9
"Census Tract 105.01, Richland County, South Carolina","45079010501",25.9,26.5,24.9,18.7,42.7
"Census Tract 111.01, Richland County, South Carolina","45079011101",41.2,35.3,49.3,57.9,50.5
"Census Tract 103.07, Richland County, South Carolina","45079010307",38.7,23.1,44.1,42.9,46.2
"Census Tract 27, Richland County, South Carolina","45079002700",28,25.7,26.8,63.6,31.8
"Census Tract 104.07, Richland County, South Carolina","45079010407",35,33.8,34.4,40.4,58.3
"Census Tract 108.03, Richland County, South Carolina","45079010803",37.5,34.7,56.6,42.1,37.1
"Census Tract 113.01, Richland County, South Carolina","45079011301",44,34.7,53.1,44.3,62.3
"Census Tract 113.04, Richland County, South Carolina","45079011304",32.4,25.1,33.1,44.8,43.9
"Census Tract 116.03, Richland County, South Carolina","45079011603",33.9,26.9,41.9,42.2,39.1
"Census Tract 4, Richland County, South Carolina","45079000400",35.7,32.8,40.1,30.9,48.7
"Census Tract 601.01, Horry County, South Carolina","45051060101",26.9,21.5,33.5,27.7,32.4
"Census Tract 602.06, Horry County, South Carolina","45051060206",40.2,21.4,44.3,45.2,45.5
"Census Tract 602.03, Horry County, South Carolina","45051060203",40.4,15.5,48,49.5,44.1
"Census Tract 601.02, Horry County, South Carolina","45051060102",39.3,26.1,44.1,56.6,31.4
"Census Tract 706.02, Horry County, South Carolina","45051070602",44.7,41.4,52.3,23,57.1
"Census Tract 516.04, Horry County, South Carolina","45051051604",56.8,31.2,60.8,33.5,62.6
"Census Tract 515.01, Horry County, South Carolina","45051051501",40.3,24.1,48.7,37.9,39.7
"Census Tract 30.12, Greenville County, South Carolina","45045003012",40.7,33.7,49.2,35.2,42.7
"Census Tract 28.15, Greenville County, South Carolina","45045002815",40.1,18.4,44.3,16.6,53.1
"Census Tract 31.04, Greenville County, South Carolina","45045003104",43.9,36.5,48.2,46.1,45
"Census Tract 33.04, Greenville County, South Carolina","45045003304",38.2,34.6,44.1,36.7,51
"Census Tract 30.11, Greenville County, South Carolina","45045003011",39.7,32.3,46.2,50.1,45.6
"Census Tract 30.13, Greenville County, South Carolina","45045003013",37.5,21,45.1,56.8,55.3
"Census Tract 29.05, Greenville County, South Carolina","45045002905",34.7,23.8,44.5,24.6,40.8
"Census Tract 30.14, Greenville County, South Carolina","45045003014",41.4,29.3,49.3,47.5,43.2
"Census Tract 28.16, Greenville County, South Carolina","45045002816",34.4,14.9,41.5,37.4,45.6
"Census Tract 28.14, Greenville County, South Carolina","45045002814",39.8,16.6,44.5,11.8,45.8
"Census Tract 25.06, Greenville County, South Carolina","45045002506",46.9,40.5,50.2,60.1,48.2
"Census Tract 40.01, Greenville County, South Carolina","45045004001",41.2,33.7,49.5,46.4,40.9
"Census Tract 614.04, York County, South Carolina","45091061404",47.6,47.2,49.4,29.1,57.2
"Census Tract 608.03, York County, South Carolina","45091060803",36.4,32.2,43.6,26.9,37
"Census Tract 515.02, Horry County, South Carolina","45051051502",34.4,10.7,41.6,27.7,38.4
"Census Tract 514.05, Horry County, South Carolina","45051051405",51.5,17.6,57.7,61.2,46
"Census Tract 514.03, Horry County, South Carolina","45051051403",54,15.7,58.4,17.6,49.8
"Census Tract 46.09, Charleston County, South Carolina","45019004609",43.4,29.1,45.7,48.6,43.3
"Census Tract 515.03, Horry County, South Carolina","45051051503",38.1,11.4,50,52.7,38.7
"Census Tract 602.04, Horry County, South Carolina","45051060204",39.7,16.4,50.2,31.9,41.1
"Census Tract 46.08, Charleston County, South Carolina","45019004608",36.8,15.1,43.1,36.6,50.2
"Census Tract 28.01, Charleston County, South Carolina","45019002801",38.9,34.1,38.9,48.5,55.7
"Census Tract 31.15, Charleston County, South Carolina","45019003115",24.8,19.7,29.1,36.3,33.5
"Census Tract 26.13, Charleston County, South Carolina","45019002613",36.6,33.3,40.5,27,30.1
"Census Tract 26.12, Charleston County, South Carolina","45019002612",32.5,29.7,37.1,29.3,42.3
"Census Tract 26.14, Charleston County, South Carolina","45019002614",35.3,31.7,39.5,57.3,34
"Census Tract 49.02, Charleston County, South Carolina","45019004902",58.6,39.4,62.8,59.5,57
"Census Tract 49.01, Charleston County, South Carolina","45019004901",52.8,45.1,55.7,45.6,50.1
"Census Tract 21.03, Charleston County, South Carolina","45019002103",50.7,45.2,56.3,53.6,36.6
"Census Tract 28.02, Charleston County, South Carolina","45019002802",42.4,43.6,40.8,40.3,61.5
"Census Tract 56, Charleston County, South Carolina","45019005600",34.8,30.9,36.3,35.2,47.9
"Census Tract 123, Anderson County, South Carolina","45007012300",36.5,31.8,51.9,45.2,34.6
"Census Tract 101.03, Anderson County, South Carolina","45007010103",37.6,29.2,45.5,38.9,52.3
"Census Tract 101.04, Anderson County, South Carolina","45007010104",41.2,35,50,38.3,37.1
"Census Tract 618.01, York County, South Carolina","45091061801",30.3,22.8,33,9.2,40.6
"Census Tract 112.02, Anderson County, South Carolina","45007011202",40.6,34.2,49.2,31.3,42.9
"Census Tract 112.01, Anderson County, South Carolina","45007011201",47.6,43.9,51.2,25.1,49.3
"Census Tract 611.04, York County, South Carolina","45091061104",37.6,48.8,33.7,54.2,40.2
"Census Tract 617.05, York County, South Carolina","45091061705",39.4,42.7,39.1,41,37.8
"Census Tract 610.07, York County, South Carolina","45091061007",38.7,22.6,41.4,32.6,42.1
"Census Tract 610.08, York County, South Carolina","45091061008",38.2,30.6,37.5,42,39.3
"Census Tract 610.05, York County, South Carolina","45091061005",37.6,34.6,38,48.3,37.2
"Census Tract 610.03, York County, South Carolina","45091061003",39.5,24.2,39,53.7,48.2
"Census Tract 611.03, York County, South Carolina","45091061103",41.1,43.1,40.7,42,44.6
"Census Tract 617.07, York County, South Carolina","45091061707",42.6,37.2,43.6,28.8,47
"Census Tract 617.08, York County, South Carolina","45091061708",38,42.7,33.8,36.6,47.4
"Census Tract 609.07, York County, South Carolina","45091060907",35.8,27.1,40.1,66.1,43.8
"Census Tract 609.06, York County, South Carolina","45091060906",42.4,32.5,47.6,45.2,38
"Census Tract 614.03, York County, South Carolina","45091061403",42.6,39.1,47.2,53.9,38.7
"Census Tract 610.04, York County, South Carolina","45091061004",36,33.2,36.1,35.7,42.4
"Census Tract 608.04, York County, South Carolina","45091060804",35.9,27.6,39,43.1,41
"Census Tract 9201.02, Laurens County, South Carolina","45059920102",37.7,32.6,49.8,10.6,53.8
"Census Tract 202.01, Lexington County, South Carolina","45063020201",28.7,28.7,28,22.9,47.9
"Census Tract 205.08, Lexington County, South Carolina","45063020508",53,50.9,59.7,63.4,43.2
"Census Tract 203, Lexington County, South Carolina","45063020300",30.7,40.3,29.4,27,28.9
"Census Tract 205.11, Lexington County, South Carolina","45063020511",29.1,27,29,60.1,31.8
"Census Tract 206.01, Lexington County, South Carolina","45063020601",39.2,34.2,40.4,47.1,42.1
"Census Tract 207.03, Lexington County, South Carolina","45063020703",43.4,38.7,48.3,60.1,38.3
"Census Tract 307.02, Oconee County, South Carolina","45073030702",32.8,32.1,33.6,45,27.7
"Census Tract 302, Oconee County, South Carolina","45073030200",61.3,49.1,66.8,57.9,69.6
"Census Tract 301, Oconee County, South Carolina","45073030100",47.4,39.4,54.4,53.4,40.4
"Census Tract 310, Oconee County, South Carolina","45073031000",48.2,39.5,53.2,60.3,41.8
"Census Tract 311, Oconee County, South Carolina","45073031100",37.6,35.1,44,8.5,29.3
"Census Tract 9704, Barnwell County, South Carolina","45011970400",41.8,42.4,48.3,34.8,21.5
"Census Tract 35, Greenville County, South Carolina","45045003500",37.3,30.8,47,31.6,38.6
"Census Tract 21.06, Greenville County, South Carolina","45045002106",39.6,39.4,44.8,32.1,39.3
"Census Tract 2, Greenville County, South Carolina","45045000200",49.4,46.7,52.3,26.9,46.5
"Census Tract 16, Greenville County, South Carolina","45045001600",39.9,26.6,50.3,47.2,36.4
"Census Tract 29.01, Greenville County, South Carolina","45045002901",31.3,30.4,33.9,23.8,34.8
"Census Tract 30.05, Greenville County, South Carolina","45045003005",42.6,39.1,48.3,54.4,33.7
"Census Tract 210, Berkeley County, South Carolina","45015021000",33.8,25.9,45.6,27.7,34.7
"Census Tract 206, Berkeley County, South Carolina","45015020600",34.7,25,47.1,36.8,42.4
"Census Tract 204.01, Berkeley County, South Carolina","45015020401",44,40.3,53,40,80.1
"Census Tract 208.04, Berkeley County, South Carolina","45015020804",41.6,30.1,48.1,35.9,52
"Census Tract 1, Charleston County, South Carolina","45019000100",30.3,24.4,33.1,21.5,22.4
"Census Tract 19.01, Charleston County, South Carolina","45019001901",37.6,32.4,42.9,40.5,37
"Census Tract 25.02, Charleston County, South Carolina","45019002502",54.9,52.7,57.7,60.7,38.9
"Census Tract 16, Charleston County, South Carolina","45019001600",34.9,38.6,33.6,58.1,26.8
"Census Tract 31.11, Charleston County, South Carolina","45019003111",34.5,29.2,44.9,46.1,38.7
"Census Tract 46.06, Charleston County, South Carolina","45019004606",44.2,42.2,43.8,42.6,50.5
"Census Tract 38.01, Greenville County, South Carolina","45045003801",26.6,25.7,23.2,29.4,30.5
